energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,title,artist,album,predictions
0.488,0.64,193.39700000000002,0.42200000000000004,0.0017100000000000001,0.0,4,0.386,1,247947,-7.303,0.217,0,audio_features,spotify:track:7udsBKuqnJ5csWTAkR0vEI,We'll Be Fine,Drake,Take Care (Deluxe),0.4709686315477553
0.56,0.381,98.85799999999999,0.0448,0.132,0.0,3,0.373,9,328907,-7.615,0.187,0,audio_features,spotify:track:4oew1mJmqFITgwGG7QZl37,Keep The Family Close,Drake,Views,0.47153699480278927
0.619,0.31,152.105,0.231,0.0546,0.0,4,0.615,1,261267,-6.567,0.521,1,audio_features,spotify:track:0wjMiGwoS77eWwhsMfHAvy,4 My Town (Play Ball),Birdman,Pricele$$ (UK Deluxe Edition Explicit),0.4742251085231732
0.57,0.32899999999999996,92.073,0.042,0.0233,0.0,4,0.639,1,204187,-4.966,0.728,1,audio_features,spotify:track:134ih8wLwhgx292RjhefXA,Right Here,Justin Bieber,Believe,0.47436856053681903
0.172,0.10800000000000001,101.275,0.0445,0.841,6.78e-05,4,0.397,6,265120,-15.698,0.12300000000000001,0,audio_features,spotify:track:4eSGSqP2TZvvX0kadZZttM,Doing It Wrong,Drake,Take Care (Deluxe),0.476817799568818
0.579,0.299,104.26700000000001,0.158,0.0009699999999999999,0.0,5,0.495,9,221753,-7.474,0.22,1,audio_features,spotify:track:0EoJvT28HPgpkGdIAdBQGH,I'm Still Fly feat. Drake - Dirty,Page,I'm Still Fly (feat. Drake),0.48254626587553945
0.8420000000000001,0.266,116.016,0.24,0.0928,0.0,4,0.736,3,339879,-6.361000000000001,0.723,1,audio_features,spotify:track:3ltQPTXhrON8jhi7WFPNRm,We Made It,Champagne Pa,Even Closer To My Dreams,0.4853303580571368
0.725,0.0961,157.65200000000002,0.0915,0.281,0.00038700000000000003,4,0.669,11,241000,-8.307,0.562,0,audio_features,spotify:track:3t8pnImpBpOwxdtYBpKvA9,The Motion,Drake,Nothing Was The Same (Deluxe),0.48655663539943156
0.38799999999999996,0.0954,172.118,0.311,0.52,0.000102,4,0.52,10,251298,-12.32,0.129,0,audio_features,spotify:track:2GNyxFmIlarr7uR6JRX6yM,Paris Morton Music,Champagne Pa,Even Closer To My Dreams,0.48988729356742666
0.466,0.215,135.089,0.0512,0.7290000000000001,7.63e-06,4,0.321,9,212280,-8.163,0.19399999999999998,0,audio_features,spotify:track:4xsUpuoiYy06Of1LtLcz0G,Wednesday Night Interlude,Drake,If You're Reading This It's Too Late,0.49426467516538003
