energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,title,artist,album
0.373,0.288,123.081,0.104,0.762,0.00202,4,0.735,11,107673,-10.478,0.237,1,audio_features,spotify:track:0kzMtLeKUU7tmAUq2xh7WC,Jorja Interlude,Drake,More Life
0.693,0.0826,94.06,0.0332,0.0333,0.000406,4,0.782,5,147174,-5.748,0.719,1,audio_features,spotify:track:4Ykrbnzkhzw3p9S8H1Ir7F,Juice,Champagne Pa,Closer To My Dreams
0.545,0.0859,77.125,0.482,0.31,0.0,4,0.748,1,127817,-12.276,0.851,1,audio_features,spotify:track:1nottDE1NL5MSSWrlx5Xs7,July,Champagne Pa,Closer To My Dreams
0.558,0.341,142.079,0.202,0.0462,0.0,4,0.853,1,205879,-7.448,0.654,1,audio_features,spotify:track:46gjYTEK7W8ZTABcglGP2f,Jumpman,Drake,What A Time To Be Alive
0.235,0.107,99.906,0.0541,0.618,0.000144,4,0.69,7,320400,-8.651,0.378,1,audio_features,spotify:track:7cTrekacPXjNTQuEJGN4Ee,Jungle,Drake,If You're Reading This It's Too Late
0.658,0.0805,151.026,0.11,0.00901,0.0189,4,0.756,0,227973,-7.124,0.954,1,audio_features,spotify:track:3bnVNMCk5FJulcpS7aXJbY,Karaoke,Drake,Thank Me Later (Int'l Version)
0.56,0.381,98.858,0.0448,0.132,0.0,3,0.373,9,328907,-7.615,0.187,0,audio_features,spotify:track:4oew1mJmqFITgwGG7QZl37,Keep The Family Close,Drake,Views
0.704,0.0821,76.409,0.297,0.0499,0.0,4,0.573,8,199173,-7.45,0.371,0,audio_features,spotify:track:6TCWK0swzjyTDVd5DkMdEK,Killer (feat. Drake),Nipsey Hussle,Bullets Ain't Got No Name Vol. 3.1
0.6,0.132,119.987,0.0435,0.0189,0.0143,4,0.875,1,162638,-6.818,0.0906,1,audio_features,spotify:track:21kVlWTlFf8dO8N2aTzlof,KMT,Drake,More Life
0.412,0.342,114.413,0.225,0.196,0.0,4,0.733,11,275840,-8.687,0.179,0,audio_features,spotify:track:2WzpOMkCaakq1T3luPCjLH,Know Yourself,Drake,If You're Reading This It's Too Late
0.658,0.0816,120.108,0.319,0.0101,0.0,4,0.819,7,224040,-8.417,0.54,1,audio_features,spotify:track:5dHpbFmZjWucrol0M7aNGU,The Language,Drake,Nothing Was The Same (Deluxe)
0.563,0.0776,100.093,0.071,0.0269,0.0,4,0.712,1,241853,-7.573,0.299,1,audio_features,spotify:track:4aIZQ7kJLS1TgFw2pEj0RD,Legend,Drake,If You're Reading This It's Too Late
0.657,0.0932,189.992,0.237,0.000738,3.34e-06,4,0.777,1,226107,-6.434,0.245,1,audio_features,spotify:track:739vCwA3EpBSkk3uDsI2wB,Lemon - Drake Remix,N.E.R.D,Lemon (Drake Remix)
0.907,0.151,86.152,0.415,0.0946,0.0,4,0.484,8,274147,-5.996,0.206,1,audio_features,spotify:track:23Cx5Jv0bsCMoUnoygy5jy,Light Up,Drake,Thank Me Later (Int'l Version)
0.813,0.362,141.757,0.15,0.023,0.0,4,0.467,1,355004,-5.026,0.478,1,audio_features,spotify:track:4miAiHC7oVoCaPE5cPTudx,The Lights,Champagne Pa,Even Closer To My Dreams
0.674,0.115,75.993,0.147,0.531,0.0,4,0.62,0,222667,-7.617,0.204,1,audio_features,spotify:track:4ER9305DBAmJqj2P96TfBr,Live For,The Weeknd,Kiss Land (Deluxe)
0.485,0.0805,82.992,0.24,0.0335,0.0,4,0.885,4,211643,-8.491,0.293,0,audio_features,spotify:track:6SENBySbsV1rMUImLhqRZu,Live From The Gutter,Drake,What A Time To Be Alive
0.581,0.105,140.022,0.27,0.00104,5.86e-05,4,0.922,10,181263,-7.495,0.595,1,audio_features,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),BlocBoy JB,Look Alive (feat. Drake)
0.351,0.0967,134.369,0.34,0.485,0.0,4,0.495,3,301960,-14.669,0.271,0,audio_features,spotify:track:7t1lBIr3WIEtqQEOdZFMUf,Look What You've Done,Drake,Take Care (Deluxe)
0.887,0.834,167.579,0.367,0.0786,0.0,4,0.417,5,307640,-5.551,0.303,0,audio_features,spotify:track:1QBwk6GTCxVdC2hoSw9tlM,Lord Knows,Drake,Take Care (Deluxe)
0.583,0.372,89.835,0.376,0.699,0.0,4,0.526,4,305374,-9.172,0.378,1,audio_features,spotify:track:465I5rJp4tgLMSwqkqmZOF,Lose You,Drake,More Life
0.632,0.108,124.931,0.033,0.0133,0.0,4,0.672,8,255280,-6.426,0.501,0,audio_features,spotify:track:07EN1w6em5L8Lt3H5ARcSO,Love Me,Lil Wayne,Love Me
0.682,0.175,189.948,0.037,0.0288,0.0,4,0.427,8,244920,-2.268,0.455,0,audio_features,spotify:track:3OvMaOliEB2Q79RC6MDpYl,Loving You No More,Diddy - Dirty Money,Last Train To Paris [Deluxe (Explicit Version)]
0.618,0.343,138.014,0.247,0.00456,0.0,4,0.755,7,305800,-6.575,0.159,1,audio_features,spotify:track:6KP7BkNhSpVM2OcVYxuT8V,Made Men,DJ Rell,DJ Rell Presents: Dope Boy Flows
0.521,0.607,105.992,0.166,0.245,0.00545,4,0.839,7,205163,-10.45,0.33,1,audio_features,spotify:track:0ZaSipkjXePTkzOQW29rxt,Madiba Riddim,Drake,More Life
0.506,0.371,110.017,0.0588,0.0149,3.56e-05,4,0.905,2,177840,-8.598,0.122,1,audio_features,spotify:track:0kCYaxWtR15Ljm0rvVvPQw,Madonna,Drake,If You're Reading This It's Too Late
0.486,0.157,131.913,0.132,0.00268,0.000148,4,0.684,1,219893,-10.155,0.355,1,audio_features,spotify:track:7yfg0Eer6UZZt5tZ1XdsWz,Make Me Proud,Drake,Take Care (Deluxe)
0.799,0.0562,102.327,0.284,0.109,0.0,5,0.521,9,302602,-6.183,0.821,0,audio_features,spotify:track:18e0XBdZg0g6INSn0p50fh,Man Of The Year,Champagne Pa,Closer To My Dreams
0.419,0.36,91.963,0.39,0.4,0.0,4,0.5,10,309560,-7.349,0.313,0,audio_features,spotify:track:40IiSjljbAhrSbdJ3HxSfH,March 14,Drake,Scorpion
0.26,0.0705,111.519,0.0921,0.646,0.00178,5,0.492,9,347227,-17.341,0.312,0,audio_features,spotify:track:047fCsbO4NdmwCBn8pcUXl,Marvins Room,Drake,Take Care (Deluxe)
0.428,0.139,103.009,0.137,0.0673,0.0019,4,0.557,5,378600,-11.299,0.0996,1,audio_features,spotify:track:63FrXif0Pdu4NAPvTh87mw,Mine,Beyoncé,BEYONCÉ [Platinum Edition]
0.864,0.331,100.814,0.603,0.081,0.0,5,0.429,2,305520,-5.975,0.333,1,audio_features,spotify:track:53VIWPPMz9S7ob0D8JxF9N,Miss Me,Drake,Thank Me Later (Int'l Version)
0.95,0.163,151.955,0.213,0.0114,0.0,4,0.677,1,251760,-3.807,0.801,1,audio_features,spotify:track:68m5wT9BdSUhl60HOhiZGE,Mo Milly,Birdman,Pricele$$ (UK Deluxe Edition Explicit)
0.575,0.276,85.994,0.0673,0.0443,0.00127,4,0.755,4,205147,-8.392,0.493,0,audio_features,spotify:track:7txPE73wHbuXYkM1h8zNrG,Mob Ties,Drake,Scorpion
0.888,0.299,97.946,0.295,0.375,0.0,4,0.651,11,279307,-3.821,0.371,1,audio_features,spotify:track:39XNWKuuBZK0oaV5YmD2dF,Moment 4 Life,Nicki Minaj,Pink Friday
0.578,0.353,133.03,0.0631,0.0095,0.0,4,0.708,6,258587,-8.686,0.696,1,audio_features,spotify:track:7vCWTZtxOcmgSEqndbVr5p,Money To Blow - Street Version,Birdman,Pricele$$ (UK Deluxe Edition Explicit)
0.725,0.0961,157.652,0.0915,0.281,0.000387,4,0.669,11,241000,-8.307,0.562,0,audio_features,spotify:track:3t8pnImpBpOwxdtYBpKvA9,The Motion,Drake,Nothing Was The Same (Deluxe)
0.442,0.111,201.8,0.356,0.000107,6.12e-05,4,0.766,1,181573,-8.558,0.39,1,audio_features,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,The Motto,Drake,Take Care (Deluxe)
0.674,0.138,143.067,0.164,0.202,1.22e-05,4,0.694,0,241867,-4.991,0.46,0,audio_features,spotify:track:4rdPNHlIYUbSfa4iuQ7ccz,Mr. Wrong,Mary J. Blige,My Life II...The Journey Continues (Act 1)
0.899,0.0959,76.93,0.395,0.00934,0.0,4,0.314,6,310936,-4.0,0.859,0,audio_features,spotify:track:22CBNGzjjfqOKqjdKLKoTQ,My Darlin Baby,Champagne Pa,Even Closer To My Dreams
0.536,0.102,119.088,0.0799,0.109,0.000428,4,0.624,2,248432,-9.575,0.131,0,audio_features,spotify:track:1JUvB8LRKYoik4BB1bEJWK,My Love (feat. Drake),Majid Jordan,Majid Jordan
0.623,0.243,143.888,0.308,0.501,7.5e-06,4,0.616,9,115640,-7.233,0.458,1,audio_features,spotify:track:11eVz92Nm7b2CTgA8OJVwp,Never Satisfied,Future,Honest
0.909,0.0778,93.469,0.0628,0.0884,0.000114,4,0.7,8,210747,-6.461,0.757,1,audio_features,spotify:track:0HVv5bEOiI9a0QfgcASXpX,Nice For What,Drake,Scorpion
0.51,0.0797,123.961,0.185,0.0836,0.0658,4,0.911,2,261733,-10.786,0.191,1,audio_features,spotify:track:4OURH8h9ylAU1aD4eSspiI,No Complaints,Metro Boomin,No Complaints
0.553,0.514,139.023,0.276,0.0788,3.17e-06,4,0.865,1,272453,-7.012,0.443,1,audio_features,spotify:track:0WtVtCK5SEFvyyA5V8D9CI,No Frauds,Nicki Minaj,No Frauds
0.606,0.11,131.926,0.0476,0.158,0.0,4,0.683,1,211827,-7.057,0.369,1,audio_features,spotify:track:3y6e01poVQDru5OLUu8nhE,No Guns Allowed,Snoop Lion,Reincarnated (Deluxe Version)
0.674,0.415,130.585,0.225,0.0176,0.0,4,0.467,6,239187,-5.919,0.581,0,audio_features,spotify:track:2ukW8cSQW0qvMomTF7FkAS,No Lie,2 Chainz,No Lie (Explicit Version)
0.608,0.533,97.063,0.234,0.0671,0.0,4,0.913,10,149569,-6.839,0.578,0,audio_features,spotify:track:3GIlkmoqNZ3FC406hjYWOj,No Long Talk,Drake,More Life
0.673,0.459,124.978,0.158,0.00595,0.0,4,0.699,2,308333,-6.337,0.231,1,audio_features,spotify:track:5oVlbbiKGdGeZkWCFy0mqk,No New Friends - SFTB Remix,DJ Khaled,Suffering From Success (Deluxe Version)
0.49,0.142,83.508,0.251,0.0125,0.00101,4,0.895,10,227727,-10.31,0.257,0,audio_features,spotify:track:24BSTATmWEmrPOgEM17bfN,No Shopping,French Montana,No Shopping
0.467,0.135,95.024,0.301,0.543,0.0,4,0.823,0,310933,-10.394,0.618,0,audio_features,spotify:track:2xpoTj7AeSFVuvD0ibD3Pg,No Tellin',Drake,If You're Reading This It's Too Late
0.405,0.105,154.984,0.14,0.0306,0.00698,4,0.909,6,238613,-8.133,0.455,0,audio_features,spotify:track:2Vx8E3K5icPZR7OCklWBXX,Nonstop,Drake,Scorpion
0.234,0.358,96.882,0.159,0.332,0.00156,4,0.766,11,153725,-7.544,0.256,0,audio_features,spotify:track:1bJlwtRVds707na4C02LAj,Nothings Into Somethings,Drake,More Life
0.481,0.101,107.806,0.0322,0.124,0.0,4,0.555,10,281320,-7.419,0.0981,0,audio_features,spotify:track:3ougl2AEOsSN6AX5MiFOxx,Now & Forever,Drake,If You're Reading This It's Too Late
0.725,0.0821,128.04,0.0676,0.574,0.0,4,0.802,0,225000,-5.965,0.598,0,audio_features,spotify:track:1iLv1ieT9BZ3qsti9yTCnG,Odio,Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)"
0.671,0.261,104.038,0.254,0.176,0.0,4,0.854,11,193893,-6.303,0.366,1,audio_features,spotify:track:3ZLGTV6JNrVKiSp7P3Ngb8,The One,Mary J. Blige,Stronger withEach Tear
0.619,0.351,103.989,0.0532,0.00784,0.00423,4,0.791,1,173987,-5.886,0.371,1,audio_features,spotify:track:1xznGGDReH1oQq0xzbwXa3,One Dance,Drake,Views
0.506,0.0922,119.954,0.469,0.359,0.0,4,0.866,8,312187,-6.913,0.272,0,audio_features,spotify:track:6OTaps5Xn8XEWraT29bAwW,Only,Nicki Minaj,Only
0.847,0.124,99.768,0.202,0.0107,0.0,5,0.39,4,233560,-5.611,0.448,0,audio_features,spotify:track:1EoHEkVcysf4WVDx6r9WzQ,Over,Drake,Thank Me Later (Int'l Version)
0.592,0.111,97.201,0.129,0.0384,1.86e-05,4,0.794,8,177827,-6.973,0.177,1,audio_features,spotify:track:5i70f6KOnmtRCbutYnLvVC,Over Here - feat. Drake,PARTYNEXTDOOR,PARTYNEXTDOOR
0.57,0.179,185.516,0.306,0.759,2.1e-06,4,0.489,1,272573,-10.291,0.584,1,audio_features,spotify:track:2Gnsof1hvZzjE1xdLRpjtf,Over My Dead Body,Drake,Take Care (Deluxe)
0.819,0.0607,103.008,0.198,0.0565,0.0,4,0.753,2,261013,-4.797,0.532,1,audio_features,spotify:track:5ukPDpFnFeto4Z1KSvZcP8,OVO Life,Aubrey,Drank
0.343,0.304,103.029,0.115,0.0496,4.13e-05,4,0.653,8,252053,-11.327,0.284,0,audio_features,spotify:track:3EJ9ZuqkL1kwgouugqsLu8,Own It,Drake,Nothing Was The Same (Deluxe)
0.388,0.0954,172.118,0.311,0.52,0.000102,4,0.52,10,251298,-12.32,0.129,0,audio_features,spotify:track:2GNyxFmIlarr7uR6JRX6yM,Paris Morton Music,Champagne Pa,Even Closer To My Dreams
0.553,0.111,84.24,0.457,0.254,0.0,5,0.548,9,306067,-10.328,0.874,1,audio_features,spotify:track:6PCTcrrmgzkk8f7KM8hSDi,Pass The Dutch,Young Money,We Are Young Money
0.463,0.109,111.98,0.0396,0.256,0.085,4,0.809,11,298941,-11.377,0.364,1,audio_features,spotify:track:7hDc8b7IXETo14hHIHdnhd,Passionfruit,Drake,More Life
0.217,0.106,92.007,0.0387,0.847,0.000123,4,0.689,9,206027,-13.539,0.272,0,audio_features,spotify:track:2RAeY8dPj6KmStROfEigjV,Peak,Drake,Scorpion
0.477,0.157,170.99,0.325,0.0106,0.0,3,0.84,1,202085,-6.599,0.36,1,audio_features,spotify:track:1h0VyjjtKqqvMNjW82JyyE,Plastic Bag,Drake,What A Time To Be Alive
0.572,0.246,135.956,0.378,0.157,0.0,4,0.779,6,300160,-9.985,0.647,0,audio_features,spotify:track:3MLOAIJNWWS8FQpvdaiKR7,Poetic Justice,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
0.456,0.105,133.051,0.127,0.215,2.41e-06,4,0.724,7,212947,-10.009,0.0481,1,audio_features,spotify:track:1WRy5l3TwrwlzNmB5bOeKw,Pop Style,Drake,Views
0.912,0.65,137.998,0.113,0.0596,0.0,4,0.739,2,304880,-1.253,0.582,1,audio_features,spotify:track:3i43sen71xwqz3nfy9fLus,Pop That,French Montana,Pop That
0.853,0.34,78.033,0.104,0.00189,0.0,4,0.629,0,320160,-4.36,0.373,1,audio_features,spotify:track:4dW8NOc0DGanKYnfNlIadn,Poppin Bottles (feat. Drake),T.I.,No Mercy
0.443,0.276,136.078,0.264,0.0172,0.0,4,0.925,1,236615,-8.216,0.35,1,audio_features,spotify:track:2jG6ifTWXk0AvonlgcXGgZ,Portland,Drake,More Life
0.755,0.114,93.685,0.5,0.139,1.37e-05,4,0.538,2,433800,-6.766,0.261,1,audio_features,spotify:track:4RI9eX7jNcdaQOJifn7t6z,Pound Cake / Paris Morton Music 2,Drake,Nothing Was The Same (Deluxe)
0.239,0.12,104.675,0.0876,0.574,7.76e-05,4,0.446,1,237733,-15.327,0.31,1,audio_features,spotify:track:0jF2AdhsalO1L7KkhK4LE5,Practice,Drake,Take Care (Deluxe)
0.511,0.104,65.256,0.475,0.165,8.95e-05,4,0.605,11,236973,-8.094,0.379,0,audio_features,spotify:track:7n4Kv0ArEyRh8p4wO5fG78,Preach,Drake,If You're Reading This It's Too Late
0.83,0.0755,150.049,0.211,0.188,0.0,4,0.767,5,272438,-5.188,0.884,0,audio_features,spotify:track:73uciYJKxzPsweVrTXrdJj,Put It Down (feat. Drake),Drake,Trill O.G.
0.599,0.219,167.909,0.327,0.317,0.0,3,0.727,1,197133,-6.941,0.386,1,audio_features,spotify:track:0Y0TOsE1q11qgbi7c5WZsG,R.I.C.O. (feat. Drake),Meek Mill,Dreams Worth More Than Money
0.767,0.461,111.813,0.373,0.418,0.0,5,0.644,10,315716,-3.703,0.847,0,audio_features,spotify:track:7aq5uiJZM47v3qBVYcmsDk,Ransom,Champagne Pa,Closer To My Dreams
0.535,0.106,168.03,0.1,0.458,0.00246,4,0.648,2,207307,-13.295,0.444,1,audio_features,spotify:track:16x6tqeSkIjoLEf7SJLlYy,Ratchet Happy Birthday,Drake,Scorpion
0.309,0.12,65.041,0.385,0.166,0.0,4,0.567,8,321080,-14.254,0.509,1,audio_features,spotify:track:74atKkOasLOVzvqB6mYgga,The Real Her,Drake,Take Care (Deluxe)
0.541,0.102,119.501,0.0426,0.0102,0.0,4,0.643,2,311197,-5.801,0.165,1,audio_features,spotify:track:5wUUWVRvrciJqFitZF8R0P,Recognize (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR TWO
0.311,0.116,119.237,0.113,0.625,1.29e-06,4,0.66,0,333947,-8.681,0.357,1,audio_features,spotify:track:2DTNkIFrsB8nQ5Gt8vJAmZ,Redemption,Drake,Views
0.737,0.116,81.475,0.188,0.83,0.0,4,0.439,0,225360,-8.123,0.631,1,audio_features,spotify:track:31FWGQxshq14SCZvvyHae1,The Resistance,Drake,Thank Me Later (Int'l Version)
0.702,0.343,155.948,0.205,0.517,0.0,4,0.556,0,351000,-10.079,0.793,0,audio_features,spotify:track:4xRxYWgAtL6pzRz94GlZlA,The Ride,Drake,Take Care (Deluxe)
0.841,0.538,75.975,0.307,0.0441,0.0,4,0.546,3,271947,-4.303,0.506,0,audio_features,spotify:track:2odU2tlJGVEn4cgMqEZ36S,Right Above It,Lil Wayne,I Am Not A Human Being
0.301,0.089,100.519,0.237,0.117,0.0,4,0.915,2,190595,-7.657,0.351,1,audio_features,spotify:track:0MAubp6s6yJTTaVQtX0VVB,Right Hand,Drake,Right Hand
0.57,0.329,92.073,0.042,0.0233,0.0,4,0.639,1,204187,-4.966,0.728,1,audio_features,spotify:track:134ih8wLwhgx292RjhefXA,Right Here,Justin Bieber,Believe
0.758,0.141,140.02,0.26,0.343,0.0,4,0.712,9,266000,-4.835,0.903,1,audio_features,spotify:track:3KRsRqcimXCJ6uzVm6iPSx,Round Of Applause - feat. Drake,Waka Flocka Flame,Round Of Applause (feat. Drake)
0.439,0.138,139.112,0.397,0.0407,0.0,4,0.903,8,307593,-11.813,0.532,1,audio_features,spotify:track:0XpEoWpZqlQpGFYZXDU2Hj,Sacrifices,Drake,More Life
0.391,0.103,137.077,0.101,0.715,0.00029,4,0.467,1,257724,-13.537,0.178,1,audio_features,spotify:track:1pLdqRVxYbzKeSBZG86PnV,Same Mistakes,Champagne Pa,Closer To My Dreams
0.85,0.142,152.102,0.25,0.047,0.0,4,0.487,1,216333,-5.427,0.523,1,audio_features,spotify:track:1sPLURKAosM3Jampgp9AWq,Sandra’s Rose,Drake,Scorpion
0.713,0.712,79.934,0.0911,0.0845,0.0,4,0.555,11,240920,-4.549,0.725,1,audio_features,spotify:track:49GYdiLjYMrUKr7H5YXHto,Say Something (Featuring Drake),Timbaland,Shock Value II (International Deluxe version)
0.766,0.0861,141.82,0.251,0.338,0.0,4,0.752,1,330770,-5.11,0.501,1,audio_features,spotify:track:63M8PK8yavNITSViKUB62p,Schemin Up (feat. Drake and P. Reign),OB OBrien,Schemin Up (feat. Drake and P. Reign)
0.416,0.0974,86.678,0.384,0.0931,1.12e-05,3,0.511,0,209288,-9.203,0.289,0,audio_features,spotify:track:7jyDNWA876J5iY3YT2GAZD,Scholarships,Drake,What A Time To Be Alive
0.931,0.176,87.593,0.329,0.124,0.0,4,0.617,8,218384,-6.053,0.394,0,audio_features,spotify:track:4JUOxZkdBzBqMTwber0StH,Scriptures,Champagne Pa,Even Closer To My Dreams
0.617,0.148,93.945,0.591,0.223,0.00688,4,0.745,8,106627,-7.642,0.802,0,audio_features,spotify:track:2wPcX8yxKCYXIsTjzNSZWO,Share,Slakah The Beatchild,Soul Movement Vol I
0.841,0.242,100.14,0.119,0.000402,0.0,5,0.364,8,305840,-4.831,0.0837,1,audio_features,spotify:track:66cIVXwMJQKw4GnxIiCeP2,She Will,Lil Wayne,Tha Carter IV (Deluxe)
0.465,0.567,143.015,0.235,0.0555,0.0,4,0.566,2,224720,-11.714,0.177,1,audio_features,spotify:track:6Z01gUquJsjJC67uNWm6P0,Shot For Me,Drake,Take Care (Deluxe)
0.734,0.116,128.31,0.117,0.0385,0.0,4,0.665,6,210360,-6.066,0.706,0,audio_features,spotify:track:1G0JddH0MHVg4VE03vheBm,Show Me A Good Time,Drake,Thank Me Later (Int'l Version)
0.435,0.0978,119.819,0.0844,0.412,0.0,4,0.541,9,419307,-9.302,0.393,0,audio_features,spotify:track:4BDgGQXx7jO2JgC7bpFsIv,Shut It Down,Drake,Thank Me Later (Int'l Version)
0.73,0.124,155.008,0.222,0.00513,0.0,4,0.834,8,312820,-3.714,0.446,1,audio_features,spotify:track:2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,Travis Scott,ASTROWORLD
0.727,0.112,107.371,0.0606,0.0864,0.00406,4,0.801,0,234373,-4.687,0.218,1,audio_features,spotify:track:5EnYT6F7wEcdege6mDHEfO,Signs,Drake,Signs
0.266,0.209,153.292,0.13,0.348,9.55e-06,4,0.468,0,368036,-11.121,0.222,1,audio_features,spotify:track:1bVGWGMSNAzc8qhnXzx328,Since Way Back,Drake,More Life
0.822,0.155,86.733,0.252,0.0103,4.2e-06,5,0.745,7,143214,-6.354,0.415,1,audio_features,spotify:track:61ASZHKdQHSIV4MEt0bRgw,Skepta Interlude,Drake,More Life
0.797,0.331,157.954,0.0677,0.000744,0.0,4,0.574,0,257693,-8.617,0.319,0,audio_features,spotify:track:6dRnCe4S9UhKHqLnAgniGE,So Good,Shanell,So Good
0.642,0.213,117.286,0.0658,0.0201,0.000108,4,0.398,4,129867,-6.709,0.298,1,audio_features,spotify:track:60h8MWD0VoidWGL5cuICnm,Something More,Aubrey,Drank
0.392,0.198,91.938,0.17,0.747,8.81e-06,4,0.521,3,294973,-7.88,0.166,1,audio_features,spotify:track:6Zmu6xxHXVYccyNKxHvZCD,Star67,Drake,If You're Reading This It's Too Late
0.523,0.161,86.311,0.196,0.0365,0.0,4,0.792,8,174120,-7.856,0.545,1,audio_features,spotify:track:3dgQqOiQ9fCKVhNOedd2lf,Started From the Bottom,Drake,Nothing Was The Same (Deluxe)
0.719,0.162,162.09,0.291,0.0833,0.0,4,0.448,7,267720,-4.179,0.301,0,audio_features,spotify:track:3ejrk4i0LWIofaaBEmwX0A,Stay Schemin,Rick Ross,Stay Schemin
0.864,0.434,119.198,0.372,0.375,1.15e-06,5,0.51,8,223480,-4.795,0.239,0,audio_features,spotify:track:1emIAVxi4SrgY6xf1uZoxh,Still Got It,Tyga,Still Got It
0.438,0.649,133.958,0.152,0.0212,0.0,3,0.834,0,189853,-9.577,0.207,1,audio_features,spotify:track:7juAP7GZBF0Dtm0qqLSWOJ,Still Here,Drake,Views
0.66,0.282,118.377,0.496,0.074,0.0,5,0.778,1,247547,-9.508,0.743,1,audio_features,spotify:track:7dCPr8kqjWRmAdm5zGUg17,Stuntin,Lil Wayne,Dedication 3 Gangsta Grillz
0.416,0.114,159.109,0.387,0.464,0.0,4,0.735,8,350621,-7.939,0.229,1,audio_features,spotify:track:1WvBza6fVzy7OK2JbWKRyn,Successful,Drake,So Far Gone
0.482,0.11,136.015,0.0356,0.481,0.0457,4,0.776,1,247893,-11.268,0.128,1,audio_features,spotify:track:0w1ZtnzQmtmuuoKxHT0pLL,Summer Games,Drake,Scorpion
0.46,0.147,146.274,0.382,0.00354,2.71e-05,4,0.594,1,202451,-7.607,0.0541,1,audio_features,spotify:track:2ZRJRe82aZaVhOKKlbJr4v,Summer Sixteen,Drake,Summer Sixteen
0.267,0.0992,131.962,0.0297,0.372,0.00411,3,0.687,4,106333,-8.818,0.307,0,audio_features,spotify:track:7JANfTi37pZykRjB1JvPTV,Summers Over Interlude,Drake,Views
0.777,0.0837,116.477,0.047,0.00324,0.00125,4,0.41,5,254293,-8.538,0.609,1,audio_features,spotify:track:7yz2gGAf8i13FnAu4JmC6Q,Sunflower - feat. Drake,Lenny Kravitz,Black and White America
0.593,0.123,84.763,0.284,0.134,0.0,4,0.685,9,136187,-9.083,0.144,0,audio_features,spotify:track:71SEHJPt1iDwGkBhUOAXDP,Survival,Drake,Scorpion
0.515,0.0888,121.845,0.265,0.0267,1.22e-05,4,0.629,0,277387,-10.358,0.299,0,audio_features,spotify:track:124NFj84ppZ5pAxTuVQYCQ,Take Care,Drake,Take Care (Deluxe)
0.479,0.302,140.089,0.186,0.0039,5.3e-06,4,0.759,11,195813,-10.65,0.347,1,audio_features,spotify:track:3Yw09dj3cTXsAzlLjgBfIP,Talk Up,Drake,Scorpion
0.283,0.115,97.04,0.0846,0.111,0.0172,4,0.766,8,219692,-10.33,0.144,0,audio_features,spotify:track:5ACkknqH2GcrVtmBB7LaRv,Teenage Fever,Drake,More Life
0.771,0.119,76.222,0.42,0.279,0.0,4,0.499,8,328573,-4.851,0.748,1,audio_features,spotify:track:5Us8wh9hCAQ8Uq1ast5CWz,Thank Me Now,Drake,Thank Me Later (Int'l Version)
0.451,0.108,85.417,0.249,0.152,0.0537,4,0.81,10,157600,-6.348,0.359,0,audio_features,spotify:track:0SVsEdvot6vU4byv5yW0oj,That’s How You Feel,Drake,Scorpion
0.852,0.13,113.619,0.25,0.307,0.0,5,0.519,1,247667,-6.696,0.551,0,audio_features,spotify:track:1pEDdOIbtqaFb72B3pOrsY,Throw It In The Bag - Remix,Fabolous,Mandated
0.812,0.21,159.869,0.241,0.0184,0.000375,4,0.461,10,193902,-5.776,0.72,0,audio_features,spotify:track:3pC1ILr9KzmQLMe8Kn5QBG,To the Max,DJ Khaled,To the Max
0.738,0.286,143.161,0.072,0.0112,0.0,4,0.671,10,248227,-5.328,0.212,0,audio_features,spotify:track:4hjloKONMQyJHOmSzAwuAq,Tony Montana,Future,Pluto
0.648,0.102,117.983,0.117,0.0573,3.49e-05,4,0.804,7,263373,-7.805,0.392,1,audio_features,spotify:track:11KJSRSgaDxqydKYiD2Jew,Too Good,Drake,Views
0.559,0.121,140.201,0.52,0.157,0.0,4,0.632,6,261867,-5.891,0.156,1,audio_features,spotify:track:5LnXWeA9tuWKI2C1H74iiJ,Too Much,Drake,Nothing Was The Same (Deluxe)
0.694,0.137,143.894,0.505,0.153,0.0,4,0.74,1,188320,-7.488,0.249,1,audio_features,spotify:track:1nFgXsg2CUbyK0BJX9cmfj,Trophies,Young Money,Rise Of An Empire (Deluxe Edition)
0.674,0.12,105.096,0.0499,0.0644,1.83e-05,4,0.896,10,219227,-6.89,0.516,0,audio_features,spotify:track:1H6FVVPoDB5R9SOkPLW2zz,Truffle Butter,Nicki Minaj,Truffle Butter
0.488,0.107,73.509,0.294,0.781,0.0,5,0.388,11,281678,-7.837,0.548,0,audio_features,spotify:track:3uhzuJujperrebqY70RJG1,Trust Issues,Champagne Pa,Even Closer To My Dreams
0.664,0.105,140.163,0.211,0.215,0.000118,4,0.77,0,321987,-5.604,0.472,1,audio_features,spotify:track:4PWY72AubTjoZrohQt0pWn,Tuesday (feat. Drake),ILoveMakonnen,I LOVE MAKONNEN
